trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4262,False,"{'a': 0.7, 'e': 0.9178548175834575}",20,0,-88.9777129234544,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
4263,False,"{'a': 0.7, 'e': 0.9172305280689156}",25,0,-92.70222979675854,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
4264,False,"{'a': 0.7, 'e': 0.9166039776733094}",20,0,-116.8210597994071,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
4265,False,"{'a': 0.7, 'e': 0.9159751679410231}",20,0,-139.63278467858575,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
4266,False,"{'a': 0.7, 'e': 0.9153441004220086}",20,0,-107.77234704573252,"{0: 9, 1: 4, 2: 4, 3: 3, 4: 0}",0
4267,False,"{'a': 0.7, 'e': 0.9147107766717846}",20,0,-219.67008197340448,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
4268,False,"{'a': 0.7, 'e': 0.9140751982514302}",20,7,-10.004022967817749,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
4269,False,"{'a': 0.7, 'e': 0.9134373667275826}",20,0,-32.937671468642066,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
4270,False,"{'a': 0.7, 'e': 0.9127972836724322}",20,0,-132.11412760837626,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
4271,False,"{'a': 0.7, 'e': 0.9121549506637193}",30,0,-67.88726476137658,"{0: 21, 1: 5, 2: 1, 3: 3, 4: 0}",0
4272,False,"{'a': 0.7, 'e': 0.9115103692847304}",20,0,-70.2272093248211,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
4273,False,"{'a': 0.7, 'e': 0.9108635411242938}",20,0,-184.24623429062018,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
4274,False,"{'a': 0.7, 'e': 0.9102144677767758}",25,0,-123.15438918577848,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
4275,False,"{'a': 0.7, 'e': 0.9095631508420771}",25,15,-72.61588082257607,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 1}",1
4276,False,"{'a': 0.7, 'e': 0.9089095919256284}",30,0,-128.88181008507433,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
4277,False,"{'a': 0.7, 'e': 0.908253792638387}",20,0,-48.478573596334385,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
4278,False,"{'a': 0.7, 'e': 0.9075957545968317}",35,0,-100.47293899310907,"{0: 21, 1: 7, 2: 5, 3: 2, 4: 0}",0
4279,False,"{'a': 0.7, 'e': 0.9069354794229605}",30,13,9.669555507754415,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
4280,False,"{'a': 0.7, 'e': 0.9062729687442852}",25,0,-125.14880611148482,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
4281,False,"{'a': 0.7, 'e': 0.905608224193828}",25,0,-159.32311303044202,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
4282,False,"{'a': 0.7, 'e': 0.9049412474101176}",20,0,-133.18885913882673,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
4283,False,"{'a': 0.7, 'e': 0.9042720400371848}",30,0,-132.58518707703976,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
4284,False,"{'a': 0.7, 'e': 0.9036006037245581}",20,0,-14.615027591916288,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
4285,False,"{'a': 0.7, 'e': 0.9029269401272608}",20,0,-159.91358338498122,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
4286,False,"{'a': 0.7, 'e': 0.902251050905806}",20,0,3.721806245310328,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
4287,False,"{'a': 0.7, 'e': 0.9015729377261927}",20,0,-60.409301906290736,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
4288,False,"{'a': 0.7, 'e': 0.9008926022599016}",30,0,-191.52960037410782,"{0: 16, 1: 3, 2: 6, 3: 3, 4: 2}",0
4289,False,"{'a': 0.7, 'e': 0.9002100461838918}",20,0,-123.65995706122418,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
4290,False,"{'a': 0.7, 'e': 0.8995252711805946}",20,0,-58.091726615656306,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
4291,False,"{'a': 0.7, 'e': 0.8988382789379117}",30,3,-128.11894548885917,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 1}",1
4292,False,"{'a': 0.7, 'e': 0.8981490711492103}",30,0,-317.8656407013342,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 6}",0
4293,False,"{'a': 0.7, 'e': 0.8974576495133181}",30,0,-132.05416056309483,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
4294,False,"{'a': 0.7, 'e': 0.89676401573452}",20,3,-106.17362984297672,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
4295,False,"{'a': 0.7, 'e': 0.8960681715225536}",30,0,-126.0401983371926,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
4296,False,"{'a': 0.7, 'e': 0.8953701185926048}",20,0,-79.03522391494386,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
4297,False,"{'a': 0.7, 'e': 0.8946698586653041}",20,0,-158.8056666082247,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
4298,False,"{'a': 0.7, 'e': 0.8939673934667218}",30,0,-114.27092369411388,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
4299,False,"{'a': 0.7, 'e': 0.8932627247283639}",30,0,-78.35021811111864,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
4300,False,"{'a': 0.7, 'e': 0.8925558541871681}",20,0,-64.24411254290317,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
4301,False,"{'a': 0.7, 'e': 0.8918467835854993}",30,0,-139.580382635469,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
4302,False,"{'a': 0.7, 'e': 0.8911355146711455}",25,0,-86.13048553275824,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
4303,False,"{'a': 0.7, 'e': 0.8904220491973124}",25,0,-79.46047627151027,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
4304,False,"{'a': 0.7, 'e': 0.889706388922621}",20,0,-119.72099414410607,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
4305,False,"{'a': 0.7, 'e': 0.8889885356111021}",20,0,-45.490773997235756,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
4306,False,"{'a': 0.7, 'e': 0.8882684910321919}",20,0,-79.33403080138106,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
4307,False,"{'a': 0.7, 'e': 0.8875462569607279}",25,0,-66.40442663567876,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
4308,False,"{'a': 0.7, 'e': 0.8868218351769444}",25,0,-152.997760957792,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
4309,False,"{'a': 0.7, 'e': 0.8860952274664684}",20,0,-46.80493336597633,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
4310,False,"{'a': 0.7, 'e': 0.8853664356203148}",20,0,-130.08816568010187,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
4311,False,"{'a': 0.7, 'e': 0.8846354614348825}",25,0,-128.09974379026806,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
4312,False,"{'a': 0.7, 'e': 0.883902306711949}",30,0,-158.39651053131954,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
4313,False,"{'a': 0.7, 'e': 0.8831669732586673}",20,4,-96.97086266539023,"{0: 7, 1: 3, 2: 5, 3: 0, 4: 1}",1
4314,False,"{'a': 0.7, 'e': 0.8824294628875609}",20,8,10.946580041327701,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4315,False,"{'a': 0.7, 'e': 0.8816897774165177}",20,0,-53.268534696293926,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
4316,False,"{'a': 0.7, 'e': 0.8809479186687885}",25,0,-62.50121550681784,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
4317,False,"{'a': 0.7, 'e': 0.8802038884729807}",30,0,-99.69753973274283,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
4318,False,"{'a': 0.7, 'e': 0.8794576886630537}",20,7,-85.17222171161458,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
4319,False,"{'a': 0.7, 'e': 0.8787093210783155}",30,0,-128.80216385644107,"{0: 21, 1: 3, 2: 2, 3: 2, 4: 2}",0
4320,False,"{'a': 0.7, 'e': 0.8779587875634164}",35,0,-106.6927413391319,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
4321,False,"{'a': 0.7, 'e': 0.8772060899683465}",25,9,-40.85213864781856,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 0}",1
4322,False,"{'a': 0.7, 'e': 0.8764512301484294}",20,0,-85.4181458648088,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
4323,False,"{'a': 0.7, 'e': 0.875694209964319}",25,0,-72.9814976298717,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
4324,False,"{'a': 0.7, 'e': 0.8749350312819938}",20,0,-126.10250882829672,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
4325,False,"{'a': 0.7, 'e': 0.8741736959727531}",25,0,-54.71634651961294,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
4326,False,"{'a': 0.7, 'e': 0.8734102059132116}",20,0,-58.25729418574392,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
4327,False,"{'a': 0.7, 'e': 0.8726445629852964}",20,0,-68.38981052518206,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
4328,False,"{'a': 0.7, 'e': 0.8718767690762391}",30,0,-47.986312723776656,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
4329,False,"{'a': 0.7, 'e': 0.8711068260785753}",25,0,-107.67397551031202,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
4330,False,"{'a': 0.7, 'e': 0.8703347358901368}",20,0,-88.59913786225474,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
4331,False,"{'a': 0.7, 'e': 0.8695605004140485}",25,0,-182.19911368831205,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
4332,False,"{'a': 0.7, 'e': 0.8687841215587231}",20,12,-14.259909565533235,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
4333,False,"{'a': 0.7, 'e': 0.8680056012378563}",25,0,-100.16153396017218,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
4334,False,"{'a': 0.7, 'e': 0.8672249413704225}",20,0,-72.03457249024663,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
4335,False,"{'a': 0.7, 'e': 0.8664421438806698}",30,0,-92.26156745730022,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
4336,False,"{'a': 0.7, 'e': 0.8656572106981153}",25,0,-77.65275737509614,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
4337,False,"{'a': 0.7, 'e': 0.8648701437575405}",35,0,-106.54195765642174,"{0: 22, 1: 2, 2: 10, 3: 1, 4: 0}",0
4338,False,"{'a': 0.7, 'e': 0.8640809449989861}",25,0,-136.45640788594358,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
4339,False,"{'a': 0.7, 'e': 0.8632896163677485}",30,0,-114.03582107122837,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
4340,False,"{'a': 0.7, 'e': 0.862496159814372}",25,0,-139.15127728983325,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
4341,False,"{'a': 0.7, 'e': 0.8617005772946479}",35,0,-65.68807848868016,"{0: 27, 1: 1, 2: 5, 3: 2, 4: 0}",0
4342,False,"{'a': 0.7, 'e': 0.8609028707696071}",20,11,-16.63739405529579,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
4343,False,"{'a': 0.7, 'e': 0.8601030422055161}",20,0,-71.61823387750042,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
4344,False,"{'a': 0.7, 'e': 0.8593010935738719}",20,4,-73.09237685394433,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
4345,False,"{'a': 0.7, 'e': 0.8584970268513972}",20,0,-92.43829148362923,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
4346,False,"{'a': 0.7, 'e': 0.8576908440200356}",25,0,-75.00900286630784,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
4347,False,"{'a': 0.7, 'e': 0.8568825470669469}",25,0,-46.7212216022547,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
4348,False,"{'a': 0.7, 'e': 0.8560721379845017}",25,0,-108.80540922047004,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
4349,False,"{'a': 0.7, 'e': 0.855259618770277}",20,0,-212.8475339809658,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
4350,False,"{'a': 0.7, 'e': 0.8544449914270511}",25,0,-156.32197455619686,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
4351,False,"{'a': 0.7, 'e': 0.8536282579627985}",20,0,-124.0038387527761,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
4352,False,"{'a': 0.7, 'e': 0.8528094203906854}",25,0,-120.45059139782079,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
4353,False,"{'a': 0.7, 'e': 0.8519884807290634}",25,0,-107.12222757203432,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
4354,False,"{'a': 0.7, 'e': 0.8511654410014665}",25,10,-59.57529086151754,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
4355,False,"{'a': 0.7, 'e': 0.8503403032366051}",20,0,-100.60958458739816,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
4356,False,"{'a': 0.7, 'e': 0.8495130694683608}",25,0,-86.75178583919951,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
4357,False,"{'a': 0.7, 'e': 0.8486837417357816}",25,0,-185.76474930066237,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
4358,False,"{'a': 0.7, 'e': 0.8478523220830773}",30,0,-130.03942086523728,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 0}",1
4359,False,"{'a': 0.7, 'e': 0.8470188125596134}",20,11,-16.068260180378747,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
4360,False,"{'a': 0.7, 'e': 0.8461832152199074}",30,0,-37.045506799424054,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
4361,False,"{'a': 0.7, 'e': 0.8453455321236225}",30,0,-115.40993802800844,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
4362,False,"{'a': 0.7, 'e': 0.8445057653355635}",25,0,-51.155942343909764,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
4363,False,"{'a': 0.7, 'e': 0.8436639169256711}",30,0,-105.71372478056507,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 0}",0
4364,False,"{'a': 0.7, 'e': 0.8428199889690176}",35,20,-47.29537255548852,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
4365,False,"{'a': 0.7, 'e': 0.8419739835457994}",20,0,-79.55243843365163,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
4366,False,"{'a': 0.7, 'e': 0.8411259027413356}",30,0,-111.69769570080115,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
4367,False,"{'a': 0.7, 'e': 0.8402757486460599}",25,0,-17.95318135353295,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
4368,False,"{'a': 0.7, 'e': 0.839423523355517}",20,6,-114.03631882192977,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 2}",1
4369,False,"{'a': 0.7, 'e': 0.8385692289703561}",25,0,-45.85084527810416,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
4370,False,"{'a': 0.7, 'e': 0.8377128675963275}",20,0,-100.1745373495864,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
4371,False,"{'a': 0.7, 'e': 0.8368544413442756}",35,7,-77.01205323819437,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 1}",1
4372,False,"{'a': 0.7, 'e': 0.835993952330135}",30,0,-163.82205674777293,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
4373,False,"{'a': 0.7, 'e': 0.8351314026749245}",35,0,-184.76500402653423,"{0: 22, 1: 2, 2: 6, 3: 3, 4: 2}",0
4374,False,"{'a': 0.7, 'e': 0.8342667945047424}",20,0,-131.25784705754484,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
4375,False,"{'a': 0.7, 'e': 0.833400129950761}",30,0,-208.25135366637113,"{0: 19, 1: 3, 2: 2, 3: 2, 4: 4}",0
4376,False,"{'a': 0.7, 'e': 0.8325314111492211}",20,0,-92.45241993184558,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
4377,False,"{'a': 0.7, 'e': 0.831660640241428}",20,0,-49.37021438809717,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
4378,False,"{'a': 0.7, 'e': 0.8307878193737434}",20,0,-4.73392169037695,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
4379,False,"{'a': 0.7, 'e': 0.8299129506975833}",20,0,-65.51923617053733,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
4380,False,"{'a': 0.7, 'e': 0.8290360363694114}",30,1,-155.81584951237664,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 3}",1
4381,False,"{'a': 0.7, 'e': 0.8281570785507331}",30,0,-218.76334531722804,"{0: 18, 1: 3, 2: 3, 3: 2, 4: 4}",0
4382,False,"{'a': 0.7, 'e': 0.8272760794080911}",20,0,-36.75220283044535,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
4383,False,"{'a': 0.7, 'e': 0.82639304111306}",25,0,-111.4153974408106,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
4384,False,"{'a': 0.7, 'e': 0.8255079658422402}",20,0,-101.27611579448106,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
4385,False,"{'a': 0.7, 'e': 0.8246208557772533}",20,0,-88.28682719408319,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
4386,False,"{'a': 0.7, 'e': 0.8237317131047365}",35,18,-3.4946753774046235,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
4387,False,"{'a': 0.7, 'e': 0.8228405400163372}",25,0,-243.0419324878546,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 6}",1
4388,False,"{'a': 0.7, 'e': 0.8219473387087074}",30,0,-150.04483802306777,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
4389,False,"{'a': 0.7, 'e': 0.8210521113834991}",30,0,-134.32992163904095,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
4390,False,"{'a': 0.7, 'e': 0.8201548602473566}",25,16,4.712404413302693,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4391,False,"{'a': 0.7, 'e': 0.8192555875119144}",30,2,-85.82412621904935,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 1}",1
4392,False,"{'a': 0.7, 'e': 0.8183542953937893}",25,0,-114.10784650449875,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
4393,False,"{'a': 0.7, 'e': 0.8174509861145759}",35,0,-84.96484800127249,"{0: 24, 1: 1, 2: 9, 3: 1, 4: 0}",0
4394,False,"{'a': 0.7, 'e': 0.8165456619008407}",20,0,-77.08643246459344,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
4395,False,"{'a': 0.7, 'e': 0.8156383249841168}",25,0,-143.24758529642233,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
4396,False,"{'a': 0.7, 'e': 0.8147289776008987}",30,0,-86.45790891680723,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
4397,False,"{'a': 0.7, 'e': 0.8138176219926362}",30,0,-105.93423158082678,"{0: 15, 1: 6, 2: 9, 3: 0, 4: 0}",0
4398,False,"{'a': 0.7, 'e': 0.8129042604057293}",20,0,-67.66782891669536,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
4399,False,"{'a': 0.7, 'e': 0.8119888950915225}",25,0,-85.95188742403897,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
4400,False,"{'a': 0.7, 'e': 0.8110715283062994}",20,0,-36.596139466601734,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
4401,False,"{'a': 0.7, 'e': 0.8101521623112766}",25,0,-179.16424869060205,"{0: 17, 1: 0, 2: 2, 3: 3, 4: 3}",0
4402,False,"{'a': 0.7, 'e': 0.8092307993725998}",20,0,-11.818666608372965,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
4403,False,"{'a': 0.7, 'e': 0.8083074417613348}",20,0,-70.6629312276721,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
4404,False,"{'a': 0.7, 'e': 0.8073820917534659}",20,7,-37.84085816884811,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
4405,False,"{'a': 0.7, 'e': 0.8064547516298878}",20,0,-68.05062791936892,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
4406,False,"{'a': 0.7, 'e': 0.8055254236764007}",25,0,-141.29738077305467,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
4407,False,"{'a': 0.7, 'e': 0.8045941101837045}",25,0,-155.8011229040884,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
4408,False,"{'a': 0.7, 'e': 0.8036608134473937}",25,0,-116.26822843608117,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
4409,False,"{'a': 0.7, 'e': 0.8027255357679506}",20,0,-57.50540413853204,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
4410,False,"{'a': 0.7, 'e': 0.8017882794507408}",20,0,-46.63531475349623,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
4411,False,"{'a': 0.7, 'e': 0.8008490468060071}",30,0,-30.628371120153126,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
4412,False,"{'a': 0.7, 'e': 0.7999078401488633}",20,0,-113.02238635330642,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
4413,False,"{'a': 0.7, 'e': 0.7989646617992893}",25,0,-13.70416752241537,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
4414,False,"{'a': 0.7, 'e': 0.7980195140821255}",30,17,-12.114422494574953,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
4415,False,"{'a': 0.7, 'e': 0.797072399327065}",25,5,-77.38260195287167,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
4416,False,"{'a': 0.7, 'e': 0.7961233198686508}",35,21,-35.42630851654018,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
4417,False,"{'a': 0.7, 'e': 0.7951722780462688}",20,0,-80.42490833130162,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
4418,False,"{'a': 0.7, 'e': 0.794219276204141}",20,0,-85.68044407278795,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
4419,False,"{'a': 0.7, 'e': 0.7932643166913216}",20,0,-34.847789558887456,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
4420,False,"{'a': 0.7, 'e': 0.7923074018616895}",25,0,-73.00229780639128,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
4421,False,"{'a': 0.7, 'e': 0.7913485340739438}",20,0,-84.67501740880468,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
4422,False,"{'a': 0.7, 'e': 0.790387715691597}",30,0,-154.77230896894153,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
4423,False,"{'a': 0.7, 'e': 0.7894249490829701}",30,0,-138.16980324737753,"{0: 17, 1: 6, 2: 3, 3: 3, 4: 1}",1
4424,False,"{'a': 0.7, 'e': 0.7884602366211859}",25,7,-72.06656072483077,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
4425,False,"{'a': 0.7, 'e': 0.7874935806841635}",25,5,-45.078373005433555,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
4426,False,"{'a': 0.7, 'e': 0.7865249836546135}",25,0,-65.50292928105104,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
4427,False,"{'a': 0.7, 'e': 0.7855544479200289}",20,0,-42.25482436195769,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
4428,False,"{'a': 0.7, 'e': 0.7845819758726834}",25,0,-36.4912522423417,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
4429,False,"{'a': 0.7, 'e': 0.7836075699096228}",20,9,-6.399149012832598,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
4430,False,"{'a': 0.7, 'e': 0.7826312324326599}",25,0,-55.20344886967784,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
4431,False,"{'a': 0.7, 'e': 0.7816529658483683}",35,0,-184.9234116714615,"{0: 18, 1: 4, 2: 9, 3: 3, 4: 1}",0
4432,False,"{'a': 0.7, 'e': 0.7806727725680771}",20,0,-110.49481407118864,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
4433,False,"{'a': 0.7, 'e': 0.7796906550078639}",25,0,-92.99979099070063,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
4434,False,"{'a': 0.7, 'e': 0.7787066155885501}",30,4,-169.8530238101467,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 2}",1
4435,False,"{'a': 0.7, 'e': 0.7777206567356938}",20,0,-24.413348772116105,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
4436,False,"{'a': 0.7, 'e': 0.7767327808795844}",25,0,-9.196632244598463,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
4437,False,"{'a': 0.7, 'e': 0.7757429904552366}",20,0,-32.263419304044206,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
4438,False,"{'a': 0.7, 'e': 0.7747512879023846}",20,0,-18.892901184724707,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
4439,False,"{'a': 0.7, 'e': 0.7737576756654757}",30,1,-71.19654501923182,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 1}",1
4440,False,"{'a': 0.7, 'e': 0.7727621561936634}",20,0,-40.115798400155,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
4441,False,"{'a': 0.7, 'e': 0.7717647319408034}",30,18,-18.073452100516665,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
4442,False,"{'a': 0.7, 'e': 0.7707654053654465}",35,0,-100.38104917961448,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
